sentiment,content
surprise,wow i just slept till 2pm..again... good job me
sadness,Hes just not that into you
worry,"CoachDeb I'm game, too bad your leaving HI!"
hate,"specially when you're already burneded. wore mums shoes as well, and now im all blistered. it sucks balls.."
worry,katie84 You don't get them anymore?
enthusiasm,"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection."
worry,"California's budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks"
sadness,"i burned my tongue!   workkkkkkkkkkkkkkkkk,"
surprise,batxcore did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious
worry,"KissofJudas  Lupo's is a bit far for you methinks, luv. They're an hour out of my way in Providence. I love Providence."
neutral,Site of our first date - Macri's Deli - closed.  Lunching at favorite local Greek spot - The Trojan Horse - instead.
sadness,is soooo hungry right now! Why is it not lunch time!
sadness,At pool in Orlando got new kicks  going to seaworld tommrow miss my best friend
happiness,btocher  http://bit.ly/TVERS - ever been here? the night we didnt meet  we ended up here - possibly the best pizza this side of Chicago!
sadness,Being bored is always so much more fun with a companion. Missing my bff alreadyyyy!!!!
worry,"Yay, it's friday and boo i'm so broke i have no dosh"
relief,"DerrenLitten  ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home"
sadness,i made an okay rap mix   i couldnt have the stuff i wanted  im getting ready to leave
sadness,jus skinned my knee. Wat am i 6!?!?! Hurts lyke hell tho. Its always tha little ones that hurt tha most.
sadness,I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet
love,I just need to go to the bank
happiness,"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central"
happiness,isacullen i want more
neutral,caseywright ~acai emails~yes tons of them..
worry,onchmovement oh no your sick! I'm feeling kinda sick too  and I'm hating this overcast weather!
worry,evylove why no FF for me?
worry,"MamaGaea Sorry to hear about your dude probs, what is it that's too much?"
worry,Gonna have to have arthroscopy to repair my knee
worry,"melissa0616 yeah - stomach bug or something. Fever, etc. Not fun."
sadness,"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!"
worry,PinkBerryGirl Aniya666 yours wasn't there
worry,Another interview... Please somebody hire me?! But I'm late
worry,"Sigh. My metal friends keep planning stuff on Sunday afternoons, when I'm at work. Feeling like I'm losing touch with them"
neutral,imalexevans He he i wish i could go to the gym
surprise,xchikax I wish.
sadness,my life is sad..just had reminder go off on my phone to recharge toothbrush!
sadness,Now I'm depressed again..ugh!!! HELP!!!
hate,Well its a good thing ''march'' wasnt very long and i didnt like it...cuz its deleted. Ugh
surprise,"DEWz_PingPong Oh, so no male strippers then?  LMAO"
worry,the low point: a poor pigeon outside my building isn't capable of flying. It's just wandering up and down the sidewalk. so sad
neutral,"jackieamodeo weird trigger. You should definitely ask him about them on monday, dude...  shitty."
worry,NETTUTS I can't wait that long
sadness,jpaola no money no honey! hehe too soon  sorry
fun,jpl1953 - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific
neutral,one last stop in Chicago before going back to Miami
sadness,ShaniquaDenise You are sooo lucky. My fiance is away w/the Marine Corps...haven't even seen him yet!
sadness,not looking forward to driving in this storm.
surprise,"JermSorensen yeah. She's screwed. $3000 in new tires, new turbo, and maint, paid it off, and now she'll get almost nothing."
sadness,i don't like being sick when the guidance counsellor is supposed to take me + 35 other kids out of school for bowling &amp
worry,why did Reel big fish cover Edna's goldfish
worry,is putting on her &quot
surprise,wow their is no pancake mix
sadness,xnicoleex_ yeah sorry i was busy last night  ill try and go next week!
surprise,"hank1914 Hey, that link didn't work for me"
love,Am in the mix on the Galaxy weekend! Love(d) my Friday show! Sweet! Make the most of this one if your listening
hate,I so hate riding the bus. 1) It's a damn sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??
sadness,shit back home in tallcree (rez)  now i cant see my boyfriend
sadness,I just cried whilst watching hollyoaks  .. i need a life! lol
worry,Somebody accidentely sleep for 3 hours instead of 2 and now I can't hang out  WORK BLOWS! sorry andrew_jones20 and schmidtfaced
neutral,Transition time is over
worry,Twisted_Jo my mask is non-existent at the mo  Charis didn't send me one &amp
love,"http://bit.ly/6Jo0v  HOW GENIUS!! He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men"
sadness,itsonlytuesday I would if I wasn't working today.
worry,That poor goose.
happiness,"tashababyyy i'm getting them this weekend. aw, i really want you to!"
love,"cocoacast I need to move to NY, SanFran, or Seattle to get worth-a-crap internet speeds"
worry,Head is throbbing from lack of sleep and still have mucho work. Doesn't feel like a Friday
happiness,1 week and 1 one day to go.
relief,Just got back from lunch and feeling more like a nap is in order than work  But I will press on!
sadness,"Skewp420 We can miss our babies together, haha. I'm dreading taking him to the kennel."
neutral,at work booo....
sadness,melissaha What?! You have to be kidding me - it's an AZ landmark! This kinda news makes me sad
worry,geektoad   Woot! lol  It's gonna be hard to send this one back
sadness,amber_benson It's raining where I am. I wish it wasn't.
neutral,philcanty
neutral,I ate too many kisses.
relief,i'm soooooo sleeeeepy!!! the last day o' school was today....sniffle....
worry,c0v89 i dunno..tipsy gave EVERYTHING in the 1st set and still lost..not sure what mental state he was in - but the injury was bad timing
hate,have to return my sideways. fuck meds and bills.
empty,"FairyChica78 Aw, that stinks, I'm sorry."
worry,less than 1 month and im done with high school... ohh my!  my friends
neutral,amber_benson It's been raining here for 3 days
neutral,im in stats and I'm bored and tireed
sadness,whew how did i end up going from mugglespace apps to youtube??? haha its just one of those days i guess. i really hate being ill
sadness,Ready for this saddenning depressing dullful upsetting dreadful weekend.
worry,"xolotl ohhh ok. so like, it's more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn't unlock it"
surprise,"xiannic, awe, me in work, no BBQ for moi this weekend"
sadness,Doing dishes...i miss my kitchen team
sadness,Victoryhawk Darn. No bacon
worry,8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA
worry,russfischer man i wish i still lived near a drive in  perfect movie experience
worry,Sitting in boring ass litterature listening to jack Johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.
worry,has a terrible headache.  I need relief!
sadness,waaa the octo drive and i can't go for it
worry,"sooo tired, I wish I had time for a nap before work"
worry,Day 7 without shower. No end in sight. There is stuff between my toes.
worry,JordanOhlin what happened to winston?
neutral,"MissCritta I know, but considering I've bought a lot of new yarn recently, I think it's necessary this time."
worry,Missed my massage appointment..... Now Its 2maro   I needed it
worry,Peeperrzz URGHHHHHHHHHH your makeing me cry
neutral,"AboveAllFabric I so agree with you we have been married for 7 yrs, and this is our 6th move  BLAH!!!"
worry,AnonymousNY My closet situation is close to the same.  Except it's not closet located near NYC.
sadness,ah shit ... my chest hurts now
fun,"filos I'm thinking of a dawn shot of Carlingford Lough, the sun will be in the right place this time of year. involves an early rise tho"
worry,"Schoool needs to end, Work tonight 4 to 8  hittt me up after &lt;3"
worry,Fuck traffic. Going to be late!
worry, work....boyz make me sick..
hate,Hates having broken wrist and has PE next ugh
surprise,I was gonna get off at 230 2day. Just found out I'm stayin til 630
neutral,Got a deadline to meet!!! No TGIF for me
sadness,RAIN why must you come &quot
empty,emuhleepee Why?
sadness,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!
neutral,Great lunch at baby bulls.  Now time for work til 930.
fun,HELP!!! I think benmarvin is crazy funny and can't give him favrd stars  Please help me get him UNBLOCKED from favrd so I can star him
surprise,"Not enough pizza ordered, so I didn't get any. And it was Pizza Delight too!"
worry,still hoping for a job... but now i have strep so looks like i wont be looking around places for the next couple of days
love,raZeiger i think taylorswift13 missed me tooo
surprise,Yay! The playdate is back on but my van's transmission is  dead
hate,"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY."
hate,So bored in chem n im super hungry! Ugh
worry,"My GCSE and A Level work is at least 50x better than my degree work. Oh Uni, what did you do to me?"
sadness,Cancelling my JavaOne  http://ff.im/3nzTH
relief,"srslyjustsayin I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go."
boredom,bored. tired got headache
love,CRISCOKIDD this picture made me cry  lol http://www.twitpic.com/671w1
sadness,Spring cleaning for http://milliontreesnyc.org tomorrow. But the park I want to go clean is not accessible by public transportation.
sadness,says misses my cousins so badly!!!  http://plurk.com/p/x2bha
neutral,"Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!"
sadness,RobertsEmma You don't reply to none of your fans ... I don't know what trust
empty,Bookwormlady2  are you not well?
relief,tsa4string Have fun at the show tonight... wish I could be there
neutral,"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl"
relief,"Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?"
empty,kimberMuffin
worry,omgitsafox I could but won't get here in time before my Vegas trip  So I'll still look like a noob there~
love,arian_marie:my heart goes out to you
enthusiasm,Appreciation lunch at work. Good food! But sucks being here on my day off lol
worry,"To make it worse, its my friends party tonight, and I'm stuck here. I haven't seen her for months"
surprise,"burning cd's,,,,,,,,, fucking outa blank disc's"
hate,"GAWD, I'm so tired still! I have to move out of here into my new place by 5:30 PM, cause I work.  So stressed! #FB"
neutral,nellcon I cannot  I have a full day of activities lol
love,cupcake_nyc hey sweetie. Cnt go fri  but thnks so much
love,Loving the sunshine! Wish poor Richie would feel better
sadness,sandyvanessa89 awwh im sorry  it won't be much longer
neutral,nick_carter The video is `private I cant see it
worry,i didnt post my new song today  i will try and post tomorrow!
neutral,its_erincharde yea as an afterthought
worry,"just got back from the pool, need to ice the knee"
worry,KellyFahl Psych has to be better than neuro!  Or at least in a better part of town?  I miss you
sadness,so fuckin tired. didn't get home till 5:30. work at bjs at 12:15
enthusiasm,says Goodmorning.  http://plurk.com/p/x2bm1
worry,heyy  watching the simpson  with shezza and paula
worry,Tasha's really bad haircut. She's being treated for skin cancer and is shaved from neck to tail.  http://twitpic.com/671zy
worry,"It's not the internal fuse either  Poop. Might have to get the spare out of the loft, although that might be a job for 2 people..."
neutral,mellabella6 and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in NYC the bronx GRRR
relief,Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it'll be a good advertisement
neutral,"yay for nice weather, boo for cici not being here this weekend"
worry,was spose to be going to a party tonight but gues what im sick  grrrrr.
worry,"feeling sorry for Ian. He broke up with his gf, i feel reali sad cos he feels down!  wish i can give him a huge hug right now"
sadness,memphianmallory Too traumatic to even discuss and none of yall are here!!! Everyone has left for the weekend.
neutral,hindupez Maybe JD can help you out there I don't know though  But I will ask!
love,hotnizz WAH! Sayang...
surprise,"????, ?? #sctest ????? ?? ?????, ?????? ??? ??? ????????, ?? ?? ????? ????  ."
surprise,"jamespenycate massive beer guardian. Huuuge. Told you already, don't you trust me?"
worry,yukihoang i had a dream that u didn't like me
worry,SteveSerrano I adoreeeee Matt Nathanson!! I am so jealous of you right now.
worry,JamesMurphy anything to sell an album. poor thing.
neutral,"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl"
worry,Livvixo god I need to revise today! I'm so lazy
surprise,Vancesa oh no your poor car's testicles
sadness,"im sooo sore... my back hurts, my legs are weak, and im dehydrated. i have to go set up my moms furniture... gay!!!!"
happiness,Got to go shopping with wife down to Tesco's. I knew my day was going to well.
worry,randazzled my phne blocks text
hate,Stupid idiot who ran a stop sing and almost killed me and my car!
neutral,ropiko I am also very tired
neutral,Sleeping over my cousin's house for the weekend. Bugzy
worry,"laptop pooped. new harddrive needed? using DH's old pc now. maybe offline a while  damn BSOD!! happened too many times, Safe Mode only now"
worry,$4 lonestar pitchers at mugshotsaustin ?  If only I wasn't still recovering from last weekend's bout of irresponsible gluten consumption
relief,The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI
neutral,I realised that many people are not interested in doing business on Twitter - they just want to be heard online  Nothing more
sadness,Rose City Sirens were uber cool last night!  Wish I could have stayed longer
neutral,is is listening to Heart Ain't Brain by Chris Brown.  http://plurk.com/p/x2bp2
sadness,stood on my curlers and burnt myself  then burnt my hand when i picked them up..
worry,motley_sis He got those cars before he lost his job.  He used to make good money. Now he works at McDonalds because nobody will hire him.
sadness,Is wondering what happened to the sun? Damn May grey!
sadness,"Im feeling so nostalgic. Im sad. But happy. I don't now how to feel. It's over, but not at the same time. It just feels over.  i love you."
worry,its sprinkling outside  i hope it doesn't rain during our game ..
sadness,fuming over ebay purchase gone bad. outta $45 and have nothing to show for it  %$&amp
sadness,"eddievedder no such luck and u aren't coming to Detroit  Luckily, I'll be seeing u and the crew in Chicago"
sadness,is doing nothing  lol
neutral,"Cathiria I'm on it, probably not until next week though"
worry,brooke_nichole i miss my earrings  lol you should let me know when your close by
sadness,jovialhoney Can you guys adopt me? Yall are always doing fun stuff. Y'all take trips to Miami... we go to Arkansas
sadness,I wish the sun would shine. but it won't
sadness,"chrishornby Very. I'm ill and attempting to remember lots, and nothing is going in."
sadness,Cried my eyes out watching My Girl last period   hahah
love,I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!
sadness,KINGDINGALING_1  wendi916 is leavin bc of racists *starts cryin*
hate,why bother ing at celebs? eh? cause it's almost like talking to them
neutral,wishes he had realized his wife hadn't held onto the debit card before he took a long walk to get lunch and not after.  GRRR!
surprise,maxinefrances Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings 
worry,how do I gain weight?! I lost 20 pounds and I want it back..  I'm only 108 and I'm 23 yrs old at 5'7. Not healthy.
sadness,i'm hungry but can't eat anything right now because my tongue hurts so bad.
worry,jerseymaids oh man  hope you guys weren't shaken up too bad!
worry,abraham not funny
neutral,Eurgh.. Revision.. Who invented History?
neutral,I'm not putting anything
worry,lowenstein jerm_bob7 I'll update you. I had to leave him at the vet for tests and xrays.
surprise,Nica it was only announced in the last few days. Due to cancer I think
worry,They've changed the soap in the men's loo and it doesn't smell of marzipan anymore. I miss the marzipan soap
sadness,Hey guys I'm back from work.. It was kinda horrible
worry,You know i NEVER wanna hurt you
neutral,Everyone we have another hater  WeHateMileyC
surprise,oh my. i have to play cluedo.
worry,eogasawa psh... I'm not cool enough to go to their open-houses.
hate,I really hate revision
sadness,aww my friend just called and said that she got a better job so she won't be working with me anymore
neutral,doesnt know how to pimp out here Twitter page.
worry,"saucewear btw, your shirts are shipping out!  I ran out of stock on the one size you ordered for the &quot;I AM FAMOUS&quot; sorry"
surprise,I smell cake but I don't see any cake on the oven!
sadness,Leaving SF soon. I just might cry.
happiness,"grantimahara man, 4 months until we get to see what those drunk tweets were all about"
worry,Daisy just got attacked by another doggie in the park
neutral,Webcams Hoepfner Burgfest in #Karlsruhe: Automatic reload #fail http://bit.ly/Vdtvf
neutral,Better do some physics revision  x
hate,"Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR."
sadness,"I need a restful weekend, but I will have to work instead"
neutral,Hairspray in hair + lighter&amp
sadness,mraeannon thank u!! I know I'll miss u too  Ill take pics as soon as I get there I need your email txt it to me or something
enthusiasm,"Working on this DAMN Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah"
relief,"im well exited for this weekend, partaaaay! although i dont want to go back to school on Tuesday"
surprise,"hearted that happened to me so often, i hated it. every time i moved to a username that i thought i'd love, i moved soon after."
hate,Hey ugh im sick and its summar !
neutral,cassiekitsch Okay. So Rose told me your phone was shut off and you might be moving back to Spokane? What is going on?
boredom,On a 10min brake. At wrrkk ... its 11:06 and its over at. 11:16
neutral,avweije76 yep  but I'm going better now
neutral,tour got canceled
sadness,petewentz im so jealous. i want an octo drive
fun,Yaaaaay Friday.... Oh wait....  I'm working TOMORROW
neutral,Is at work  ohwell need money so : D
worry,SamBennington although you wear sunglasses i can see how uncomfortable you felt. poor sam.
surprise,SheBangz damn  lol....where u headed to?
neutral,Leo Carillo Beach and WIll Rogers State Park are on the list of State Parks that might close      http://tinyurl.com/lhq8gs
worry,"rantingteacher No, rather we're OMG it's nearly Monday"
fun,unitechy Shadez is all mine  #twpp #shadez
worry,Just spent more than 45 minutes looking at the Aud
sadness,rizzzky he's retiring from the tonight show  im so bummed. he was awesome ha. AND CONGRATS MY DEAR
sadness,"hereprettykitty You mustv'e read my mind. I WAS going, but now it's thunderstorming AND I have to pick up the boys from the bus stop"
neutral,sophielovemcfly i see 5 faces in that thing. but no more  xx
surprise,Anddd justin. Eff
neutral,"must... stop... using... LOL, so much... crap I did it again"
worry,ough out of the shower and my toes feel horrible in my socks i think they are still a bit wet
surprise,marebear521 did u try taco n mac n cheese pizza???? I'm so cravin it right now BUT all the good food makes me sick
sadness,ptwaugh xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.
sadness,stargirlreads i cantttt.  my grandparents are here.
sadness,ok so everyone is out an im stuck in bored and ill
sadness,"the downside of getting TDL 3 days early is that i won't have time to read it til next week anyway!  but still, hurrah *clutches it close*"
neutral,blackheartbunny - nope
worry,"Over-thought tying my shoe, couldn't figure it out for a while"
hate,"Oh, fuck me. I've just returned from the Supermarket Of Doom to find that I have nothing to drink here."
worry,"How come it's so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back."
worry,Never made it to the gym so will be doing my blowout sans thong wearing company. Phew! But bummer on missing workout
happiness,What a glorious week. My best holiday ever I think. I so don't want to go home in the morning
worry,my tummy hurts
worry,Hangin with the fam! My head is hurtin
sadness,HMXCasey I sorry
happiness,fatz_galore aaaw too bad .. i'm in a good mood to phone with someone  lol
worry,SirGarde Hott as Africa lol yeah its hot here too and its a big storm here
surprise,1st presentation for senior boards? FML
worry,"meinj Wish i was out an about, stuck in with a pile of boxes, a sore back and a load of tesco blue shopper bags to fill from the kitchen"
sadness,"katschio  I was completely enraptured by your fascinating updates on your testing! What will I do now?! Oh, wait--Yeah. Work. Of course."
worry,tinchystryder why is it your last EVER uk tour  ?? x
sadness,"I miss BillieSyadrie I'm sorry for being able to call you when u already sleep  I love you,Have a great trip tomorrow! Send my ? to them!"
relief,"Crap, nearly forgot my PIN  I shouldn't try to learn anything new in the future lest it push out more vital information."
sadness,"In school ; With Victoria &amp; Bryan (: _ no more school soon, sadd i am"
happiness,eastcoaster1237 funkydung  Doh! I'm an inside job LOLzor.
sadness,Got a right bad headache
love,Welshracer I loved him and he was in a mini
sadness,"lizridley no, i do better with people i don't know  autumnrose8683 you're going to chiodos tonight, right? just kill something for me."
worry,PaulMcGwinn i could really fancy a nap right now but i am at work at 7am and i feel that if i nap now i am wasting my evening
happiness,"laurenglennon I's sorry  listen to some Bats or GD as you do it! [dude, I never got to tell you, but, BATS WERE AMAZING &lt;33]"
sadness,Oh why does one of my monitors have to act up when I have a deadline?  Oh I'm an unhappy camper.
surprise,Why doesn't Twitter extend the number limit a littttttle bit? Until 160 atleast?
surprise,where are britney g. and allan allan?  they are my favs and i think they are out of town?
worry,contemplating getting my hair cut and having severe anxiety about it....
worry,"brieasaurus i guess your cooler than me, tony hawk never replied to me"
neutral,"PoynterPerve i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong"
worry,I have a stupid Recall on my car
neutral,Finally at home. Who decides it's time for more work at 17:10 on the Friday of a long weekend... apparently my client.
sadness,Just got home from work.. My feet are killing me
sadness,in less then a min i lost 2 followers
sadness,reemerband Hiyaa! How was Tour? Really disappointed that I couldn't make it   Hope your all Dandy 
worry,"addin to that last comment, was spose to be going to see the jonas brothers 3D movie, but guess what i couldnt go aswell cos im sick"
neutral,right anyone know what episode of Bones is showing on sky2 tonight at 9pm - programme synopsis is not available on my box
relief,At work and really slow for a beautiful day and a Friday.
happiness,LOVEHATE_ENVY how come you dont think you did good?!
neutral,aminakader my thoughts exactly
worry,apt10C I was walking home when he fell to the ground
worry,Bugger. forgot I still have washing in my machine
neutral,Last time in the drama room
relief,AndySquirrel now if I still lived that way you could pop in and see me  but I don't so you can't
sadness,"KatieKilljoy I wanna play with you tonight  *pout, pout side face*"
worry,It's gonna be a super long day
boredom,jus sittin in da libray and this stupid computer wont let me order any mac foundation
happiness,SpinachPuffs yeeeeah . . . and it was in into too  seen Empire top 100 computer games? http://www.empireonline.com/100greatestgames/
hate,Swolen as shitt  boo hoo
happiness,"Jon &amp; Kate + 8 kids have attracted a huge TV audience, tabloid headlines and, now, a state labor investigation   http://tinyurl.com/l7zt72"
empty,sheenstar dont get too excited bby i hear thunder rolling in
worry,petshoptype yes and no. there's some strange infection in my body that's causing me to be sicker than I need and to have a fever.
worry,Timkealey  was wong?
sadness,Nothing like getting to work and finding out you have to cover extra shifts this week... looks like another 40 hr work week.
sadness,doesn't wanna get dressed up and be an adult today.
neutral,"half of me wants to go to sleep, half of me dosen't. shoot. my other half is  dying of sleepiness"
happiness,DavidArchie Haha same!!! But its gonna be awhile til it comes to sweden i think...
happiness,"TheAllianceGuy thankies! btw, what part of scotland do you live in? I never got to visit the UK at all when I lived in Europe"
neutral,Reavel i would be doing the same thing pero la lavadora se daï¿½o
worry,"teamqivana We're no longer in biz together. The one thing that survived was our marriage. Not so good with the in-laws, though."
worry,trying to find some friends and not having any luck
love,Feelin a little blue tonight.. Love might be good
sadness,giordanobc I know how you feel.  Takes far too much time out of my life!
neutral,"davidlem Re: meetings, you were right.  My afternoon has started to fill up"
worry,i want some followers
surprise,Ah! Haha Omg  we have no more fudge grahmcracker cookies! Boo
happiness,SpinachPuffs yeeeeah . . . and it was in intro too  seen Empire top 100 computer games? http://www.empireonline.com...
sadness,"Not to thrilled about the marathon this sunday, they assigned me on the street. Less $$$"
sadness,"want my new lappytop now, but the site says it won't be here till 6/9"
happiness,margjoc haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early
hate,DeJonGrant I accidentaly slammed my finger in the trunk
surprise,http://twitpic.com/672s3 - What I woke up to this morning...I didn't want to leave bed.
sadness,BusyElleBee That ur anti is what I understood from the message. Sorry left off ur don't vote BNP msg at end due 2 space
sadness,getting ready to drop off something to my man so he can hang out with a friend instead of me
neutral,My dad's telling me to travel alone from now on. Not that I have a problem with that. I've done it before and it's boring!
surprise,marketeson damn you and your hot weather - it's freezing in Oz at the moment  I miss summer..
worry,"Dislocating your thumb= more painful than dislocating your toe. I was reminded of this today (thankfully, by my toe). Still feels weird"
worry,"Damn it, the guys aren't at #comet09  I hope they win though"
sadness,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today"
hate,devon_leigh u know wut devy dev it sure does suck havin no ID!! My weekends r gone miserable for 3 weeks so drink 4 me plz!!
sadness,I should be in NYC right now with some of my favorite people but instead I am stuck in RI.
love,"Genevieve Hey, I didn't get any !!!"
worry,"KimmelCenter if I could make it to Philadelphia this year I would be there!! but sadly, i cannot"
sadness,Klzm31sT me too.
worry,Wow it's definitely Friday- the gym is completely empty! What to do? I'd like to play the wii but I guess I'll vacuum
sadness,trying to find some friends and not having any luck
worry,Heading to yale.. Grandmother in car accident
relief,Two more loads and the moving crew's done! Started at 7am and i'm done for the day! Too bad the ac doesn't work in my new place  oh life!
neutral,comes home in two days
worry,broken my leg  comment me please
love,anberlin Welcome to Seattle! I really wish I could see you guys tonight.
love,"Enjoying sunshine in the park with friends, pale shirtless footballers are not attractive I'm afraid"
neutral,alyseegs nope. Gone.
worry,oops i did it again...really shouldnt have.
worry,RyanSchartz gah! no money..... at least not for bakugan
worry,macbook dying. switching to iphone.
sadness,hatcherdogg Would love it but have plans
worry,I want noms
sadness,"Hmmm, I just realized....I didn't have any bday cake for my birthday...boo hoo!"
sadness,grossnoises i miss yoooouuuu!!!!
empty,Watchin tyra bored like always  my stomach hurts
love,working again today  but off tomorrow for dan's party! yay!
sadness,an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.
neutral,No... have to go on cruches next 2 weeks
hate,Just noticed ubertwiter didn't get the location right again!  Maybe a way to preview it before sending would be handy??
empty,Allergies suck... My eyes r even mor red than they were b4.  I think I'll stay inside 2day
worry,shecango9984 I knnnowwww I'm so upset!!! I was going to twitter u but my sis's apt is like a led box nosignal! Where was the cookout??!!
happiness,Car shopping with kacy yay
sadness,Got 2 get ready 4 work  would rather be fishing!
empty,In human anatomy bored out of my mindddd!  someone save me.
worry,i'm pretty bored/tried. my mom is going to be home in an hour. kassi911 is fixing to leave. aww...  she's going to texas for a month..
worry,So many tests todayyy  I don't feel confident about anyy.
sadness,No No No ankita_gaba will take Shadez away  Not my day! #shadez #twpp
worry,wants to eat an entire chocolate cheesecake
empty,"Jon &amp; Kate + 8 kids attracted a huge TV audience, tabloid headlines, and now a state labor investigation   http://tinyurl.com/l7zt72"
worry,on break with kellyaelliot . It's raining
sadness,"Work is MAD blocking sites! No fun  but they aren't blocking facebook, twitter &amp; youtube"
neutral,I just realized that im going home 2 weeks from today
sadness,RobPattzNews DIE!  gosh.... i will die 'til movie awards
neutral,matthewjsmall My sources say no
neutral,jjskidmore i was in front of u the other day i waved and u didnt  off to eddie izzard now!
neutral,boulderdiaries I was afraid you were going to say that.
hate,"lindentreephoto yeah, its super crap today   Stupid writing!  ugh"
sadness,wants to go out and enjoy the weather but is tired and stuck in bed
neutral,Haha yea  if i knew yew wanted 2 go i would have told yew
happiness,jy6 looking forward to your mandarin album.  Hope that you will come Singapore again
sadness,i want to see the next gossip girl episode!
worry,transferring 368558682 photos is annoying.. I want to watch Up
surprise,omg seated for seth lakeman but way too far back for my liking  x
neutral,charchaos how come  its for us now to win ms twitter world.is it not working for you ?
sadness,"The Killers are coming to TD Banknorth in Boston on 9/4 at 7:30pm. And, I can't go.   Everyone else should go though! Tickets on sale Sat."
neutral,had to give my 5 year old golden retriever away to another family today  #sad http://bit.ly/s48D0
happiness,BrandiHoov we are coming...won't be there til around 9....can't stay though
fun,"TomGriffola Not a fan of the Bulmers, but the Magners pear is AWESOME, I want slush puppy though!  #Hurryup #classy #omgimpatient!"
fun,MAKEUPMANMAE LMAO...Ha! No I just simply wanted to go to NY!
worry,iwan2ctheworld she passed away in April.  she was really sick with a genetic disease.
relief,"I'm such a saddo, haha. But that actually makes me really happy. Warrens dead though"
neutral,tattoos1985 is it seven yet?
worry,EdwinIsRaDd why did you never buy bagels when i was tehre? i feel so unloved  haha
fun,derekspringer  i for one welcome our new cyber-criminal-overlords.
sadness,anachronous I miss you
worry,"Ok. So I'm not moving, someone else took the apt I wanted  at least now I can work on organizing my stuff"
sadness,Boring day today. Broke so I can't go and see my friend's band tonight  Maybe The Q tomorrow though.
neutral,jacobjunior7 it's still being retarded for me
sadness,"he switches off his cellphone!! huaaaaa, i cant sleep  buzz me bebe.."
sadness,wow i just woke up and read drews blog .. oh man im seriously crying right now
love,the5thletter i love dixie kitchen's peach wings and fried green tomatoes  i hope the one by river oaks stay open.
neutral,"really need to study, many books many updates  :~"
worry,I FEEL LIKE CRAP......
neutral,looking for my littlest tsutsu...
sadness,disappointed! I forgot to tweet something really inappropriate graphicphantom yelled in whole foods yesterday &amp
enthusiasm,Littleradge I have a friend who loves that spot. I want to go
surprise,is wondering what I did to get on the &quot
worry,is traumatized and saddened by the 2 baby squirells she just found on abandoned on the sidewalk.
surprise,cloudforest OMG that is AWFUL! $12k??? Wow     Our pyr figured out how to open a doorknobs one day by crushing them in her jaws and
neutral,Bummer. MacBook is bugging out  Any Mac heads want to lend a helping hand.
hate,Still hating the whole Twitter replies thing. I feel like I'm missing bits.  #fixreplies
worry,I quite like baseball and bball oh and the odd gridiron match that a tiny tiny part of the worlds population calls football
happiness,karriedaway you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang
enthusiasm,TarQuianHesa Yeah they are! So stop making fun of me! I gotta get new ones
sadness,All my loved ones are leaving on Sunday..... sad
worry,Tech_N9ne I'm not having a good day
worry,euripidean oh dear Whoops indeed
